2901	3169
616	2206
198	3129
437	2729
660	4142
214	3521
3320	3601
2572	3787
2436	3504
2389	2393
1057	3354
1242	4094
516	1266
2825	3937
1936	3952
481	2062
1237	1873
263	2741
2988	4004
2020	2145
140	2511
2374	2521
1728	1967
2566	3072
737	2693
1486	2310
2374	3421
12	503
2171	2634
2925	2957
2167	3364
2851	3149
109	1950
251	2521
166	3917
2137	3317
1444	3578
3354	3509
150	3593
935	1846
2614	3507
927	4148
1852	2389
1318	3827
1123	1904
1270	3493
3638	4068
803	4054
2279	4126
3467	3952
365	2374
1618	3981
1810	1815
774	2383
259	4066
3055	3991
3788	3899
2078	3686
3338	3712
1727	3468
3592	3743
3437	4028
2046	3495
1223	3744
2514	2930
1200	2969
784	3917
1633	3055
2594	3204
1610	2535
651	4114
2124	3375
2907	3030
450	1511
1066	2261
2377	3909
132	816
365	2062
38	3948
58	3058
1601	3499
183	2305
2129	4143
2649	2921
917	935
132	318
225	1090
52	1494
1089	2407
33	2628
684	3259
353	2438
3569	4102
335	3437
1468	3516
132	3621
2573	4035
949	3559
1826	3680
1877	3871
970	3755
1240	3711
2477	3909
2576	2952
2259	3955
2842	3085
836	2103
3209	3734
615	2649
1556	2720
947	4047
379	1203
194	2213
936	1581
2928	3186
1564	3401
885	894
1281	3600
927	1008
3697	3921
1633	2971
2628	3386
1290	2150
2156	3144
1998	4054
1534	3577
1213	4036
3038	3464
1291	2371
1100	1874
3501	3986
2140	2722
1410	2092
2962	3123
1600	2581
3243	3398
341	3607
1444	3233
702	2750
221	3124
453	3887
126	1529
1482	1970
448	1828
3044	3882
399	1338
520	660
2501	3878
2380	3112
1565	3681
1043	1732
349	3008
1541	4126
483	3419
1390	3505
1145	4153
3282	3438
288	1668
3536	3579
3044	3249
517	3212
1636	1640
1024	3261
686	3913
805	2258
3818	4085
1718	3896
35	1844
2519	3924
2079	3983
2280	2671
3378	3715
897	1396
927	2966
1038	2717
326	1618
1472	1582
2462	3453
2511	3516
377	2782
1154	1837
760	1236
2339	2511
733	3433
1378	3896
1992	2489
2330	3235
1565	1811
1468	2542
3264	3899
751	1408
166	3386
2216	3105
991	1505
1943	3589
2679	3911
1468	2374
1692	3170
2795	3627
156	2587
1856	3108
418	1931
151	2402
2310	3715
225	1366
2969	3322
2271	3490
2565	2966
93	2896
1012	2381
840	1732
1832	2403
341	1810
124	1714
3065	3073
867	3179
219	785
39	3786
796	1935
511	3569
1068	1366
2151	3761
647	949
3134	3201
3169	3571
2403	3243
702	1213
1286	3440
1154	1748
1748	3644
969	1565
1064	2374
1810	3038
1413	1480
3301	3799
