1081	3285
1373	2991
981	1029
1941	2396
3130	3420
1486	3286
100	3011
3509	3744
1793	2274
166	2113
821	3328
219	2284
1807	4142
1424	3500
1698	2925
1235	3141
836	2737
173	1565
1357	2671
51	343
471	1775
3366	3910
865	3020
1793	1810
1632	2266
52	1494
35	1732
106	2609
2801	3378
2772	3209
2245	3741
2861	3110
1004	2861
3569	4030
975	1090
2295	2339
296	1042
399	2988
3129	4111
2400	3503
816	3750
1838	2897
652	3686
825	2409
2582	3769
1469	2954
1999	2575
879	2473
1362	2289
2737	3357
1057	3769
616	1973
2241	3841
176	2310
92	2377
841	3774
302	1850
3416	3882
3432	3467
2511	3061
1456	2438
2582	3509
1437	2441
2113	2846
1844	1977
599	2695
1541	3934
312	1382
1444	3788
1975	3420
1736	3421
2460	4134
1545	3832
1715	3543
1187	3820
1111	1485
196	2798
856	2175
3049	4107
3207	3977
2266	2868
730	2582
3810	4088
864	864
3357	3917
86	3929
327	2689
2898	3163
2133	2196
2514	3398
1183	1569
901	1761
2376	3400
774	2403
318	660
2177	3295
612	1266
907	3744
2472	3553
1724	2059
1844	3224
2374	2472
859	1682
2459	3774
1807	3621
838	1935
907	1285
2145	2403
2521	3516
1837	3378
2015	2955
1775	1777
1808	2167
1143	3043
1862	3843
3214	3467
1936	2446
1156	1942
963	1916
812	3503
397	2881
911	2390
1040	1476
2474	2921
1670	2381
747	2163
588	2236
861	1510
1825	3326
2154	4066
1833	2972
1382	2155
2640	3421
276	1980
1008	2374
778	1069
917	1252
560	4056
155	991
2116	2362
2062	2511
2409	2777
513	2308
1410	3182
1269	1349
1825	2565
1452	2178
1248	2097
1603	3285
824	990
990	1732
2299	2729
320	2497
1514	3209
2123	4145
1671	3574
1385	2582
990	3601
824	3400
1223	1385
1186	1680
530	4085
1846	3579
2194	2990
558	2133
1430	2830
3388	4079
225	1416
52	143
1259	1923
1157	3121
906	3269
1488	2799
343	2582
638	3510
746	783
1841	3475
716	2571
1936	2511
539	3188
538	3651
3984	3987
3419	3421
3274	3653
418	572
936	1154
1527	3965
797	2156
391	2475
2310	3744
36	2472
2582	2783
522	660
10	2868
1028	3138
1886	2729
3206	3508
2103	3965
1194	3642
1098	1494
1154	3744
1242	4094
917	2516
2783	3909
607	3496
2092	4068
3112	3938
1865	3794
145	3441
66	635
118	1459
1043	3274
763	2880
3529	3854
239	934
283	345
641	1617
1514	2286
266	1562
1281	2132
574	3157
1759	3938
1985	2947
1743	4122
2642	2761
149	2521
760	1236
704	3209
3585	3872
2089	2646
150	222
2396	3750
3011	3704
24	486
2389	3233
1525	1774
1468	2729
1748	2582
1440	1970
845	2478
921	3996
812	4048
254	1561
2662	2669
2514	3695
2472	3516
40	2201
3032	3501
761	2339
76	903
2820	3477
1565	3740
761	2511
3212	3748
2737	3961
51	2310
152	306
1732	3224
1708	2122
1360	1731
2247	2679
73	2663
2460	3537
289	3665
1939	1945
2339	3553
1654	2788
84	646
534	2629
2511	3282
628	1557
2384	3643
712	3431
1631	3510
2265	2512
1775	1775
2183	2216
190	2894
379	3577
2054	2266
1020	2372
525	1833
2737	3127
1385	3816
2382	2503
1438	3222
712	1574
1960	3899
2242	3062
73	1203
1655	1936
1140	1592
917	2628
3317	3413
1049	3362
1198	3610
1170	2334
859	1213
1943	3647
1864	3998
152	4151
2839	3288
1656	2145
51	2610
2565	3326
1584	2280
343	1057
215	3469
786	1207
2076	2985
289	778
24	1092
198	3129
182	451
1005	1284
1921	3062
2827	3227
1148	2004
1985	3364
3272	3939
2339	3292
2082	2269
2313	3853
2967	3930
1114	2339
2783	3643
771	3167
1876	3539
830	3849
1453	2521
2573	4023
427	4053
2012	2903
95	3168
2439	3084
1486	3953
1576	1608
1610	2908
2017	2166
1203	3729
67	3255
990	1541
1066	3324
2424	2663
578	2369
40	697
2440	2886
667	1326
1262	2868
2474	3274
1253	3643
2213	3906
1936	2087
2770	4144
981	1900
184	3969
858	2770
3376	4009
636	3038
476	4053
1707	3865
343	3644
289	3053
2164	4054
949	3795
1083	3601
2426	3370
896	2651
1593	2708
1296	3791
1637	3091
1433	3269
189	1851
1508	2988
300	1761
2371	3525
3740	4049
679	2789
842	1063
907	1385
823	2745
841	3497
2156	2617
2132	2908
403	2488
2199	4054
1964	1965
963	1381
20	2489
3281	3538
1810	3038
594	2026
761	1468
771	3911
1242	2087
299	2849
824	3779
1379	3310
1468	1695
1402	3049
481	1897
3196	3253
4068	4156
1154	1581
533	2283
629	1988
1045	3154
3419	3886
1591	1697
511	3569
893	3610
1581	3643
1583	3431
1582	1979
1834	3598
1846	3386
751	1408
731	2710
383	1283
1347	1494
2394	3733
972	4142
513	1338
3437	3943
803	2199
219	3143
121	2473
840	2474
3	2679
1615	2942
1253	2377
569	1819
365	3827
570	2907
836	2827
935	3127
1844	2649
667	1444
2118	2785
1527	3227
24	653
253	1511
2460	2461
1257	3102
2721	4075
2693	4150
231	2046
783	1110
1040	2766
31	2389
450	641
671	1143
1147	3201
2291	2749
803	2510
1920	2985
972	1807
3630	3683
546	3444
1419	3643
2329	2535
299	566
2892	3930
1734	2169
2228	2725
25	2335
1923	3170
210	1868
1897	2521
2886	3603
92	1285
99	153
2380	3243
920	2694
1385	1482
1462	2396
143	3325
2241	3868
2739	2861
105	1073
456	1213
344	2108
517	2358
1899	3538
13	3805
1942	2649
1503	3638
3095	3525
369	3930
49	818
1247	3739
1057	1223
3286	3715
2967	3309
569	1952
839	1068
885	3924
1203	1848
3528	3705
714	1170
365	1977
1697	2129
1852	3264
1257	2720
1544	1689
2547	3022
147	1641
1143	3611
2118	3269
1318	2511
1597	2406
2424	3906
224	824
1695	3553
1977	2299
952	2649
3224	3292
1324	1953
1275	3585
2516	3961
1016	2161
774	990
497	3642
1482	2582
2020	3839
885	3268
3365	3791
1204	3790
1159	3261
1582	4152
692	2023
1758	3254
395	3781
3001	3052
1832	2383
70	3344
3	3437
568	2413
1156	3836
2386	3366
2127	3743
879	2177
688	1779
1187	1953
1903	3076
2853	4040
599	1671
1481	3701
906	3754
172	1096
79	458
839	1416
2113	3127
689	1049
3240	3784
444	783
2984	3837
140	2280
565	965
1816	3017
1132	3566
957	1967
2516	3127
340	2085
4056	4151
949	2648
425	1875
2763	4124
2477	3193
783	4131
1255	3551
3227	3917
2206	3752
2521	3503
1192	1533
190	3002
155	1505
1629	2989
2369	3689
2141	3141
2576	2952
1829	2747
396	3451
778	1628
282	845
1975	2914
1154	2377
1607	2913
1440	3286
598	2459
1657	2530
481	1736
3620	3702
934	2630
2012	2425
1114	3553
2827	3917
2469	3079
290	727
1518	2052
2579	3934
902	949
319	325
2381	3261
2310	2597
686	3934
1354	3298
1235	1670
1179	2718
1734	3940
522	3621
380	4032
340	1610
879	3295
2213	4133
150	1287
31	3264
466	963
990	2398
138	228
1565	3072
3378	4103
2299	3827
132	660
1382	2374
573	753
634	2028
885	894
1494	1799
2918	3843
1494	3547
349	3341
3113	3475
2598	3017
1692	3268
869	1847
10	753
438	2320
2028	2327
1252	2827
121	3243
2113	3386
211	3485
1223	2783
1161	1318
1931	3952
3274	4092
1788	3170
1854	2619
565	3610
390	3865
33	4120
289	325
2104	3596
1736	2729
2454	3419
2691	2994
1803	3445
376	2489
132	407
3055	3268
1921	4150
949	1757
3643	3769
1005	3045
64	3726
189	314
776	2200
225	1366
1433	3754
2104	2329
35	2374
3792	3943
812	1318
1157	2504
636	3702
1357	1498
659	2439
1746	2003
2799	4106
282	3181
2696	3679
2282	2356
1943	3589
190	2280
2921	3503
42	1840
3121	3351
2832	3748
99	106
1253	2582
3319	3431
354	2917
1157	4099
1173	3174
1124	3298
3202	3419
2295	3421
2155	2295
2020	3695
2679	3167
347	3850
638	758
2161	2250
624	638
772	3222
2751	3041
1059	3974
939	2481
2202	3787
836	1038
1154	1223
2037	2740
644	4143
2144	2414
292	1463
1886	2921
1818	1931
3209	3942
251	1886
2627	2687
224	1009
32	3264
3804	3942
3224	3371
2057	2466
2622	2940
1737	2831
575	3729
1629	3475
581	3713
1385	2310
1149	2692
935	4120
677	3236
1998	2845
791	970
2460	2651
31	3788
104	510
365	2301
1411	3706
646	3927
2957	3362
1878	1953
347	729
3104	4121
667	3899
407	660
848	3907
1281	2137
2717	2737
188	1020
92	3408
1891	2987
2651	3559
448	1828
2613	3372
2354	4117
1879	3166
840	2289
577	691
40	2192
936	2783
317	1156
214	473
74	346
1837	3909
715	3739
3882	4038
627	2389
1252	2717
2062	3274
3731	4066
836	2717
761	1977
3781	3997
1223	2312
300	1764
2521	3485
340	3600
487	859
2363	2825
1253	1970
756	1923
335	1932
2133	3997
1281	3672
1482	3744
2561	3126
2244	4117
3304	3492
1499	2555
841	4116
328	2663
1689	3601
1846	3961
140	2388
3315	3741
2146	3266
2574	2637
1981	3497
790	3169
2132	3672
599	3874
3917	3965
1344	4065
1159	3657
311	4025
1670	2166
2169	3130
407	522
1540	1767
799	1306
522	3456
1141	3175
277	1279
1564	2305
1453	4005
1326	2695
1565	4056
1811	3056
711	2506
781	2842
464	3924
2985	3038
1139	1749
774	2930
1231	1852
936	3378
1031	1228
2288	2718
1464	2971
139	1062
1474	3361
2954	3037
1610	3988
906	3724
975	1416
1142	3401
450	1001
3135	3182
1742	3743
2740	3001
31	667
1820	2883
880	1170
2413	2478
415	2209
2892	3241
935	1846
2512	2933
685	3426
1678	2849
3442	3494
2206	2418
783	1026
689	3362
1976	3126
763	1382
2482	2677
763	1586
1862	2359
2414	2956
2197	2412
2448	3156
412	590
219	1834
2064	3361
936	1223
52	226
3268	3985
1170	3781
1299	2250
446	3677
2729	3576
1732	2472
1682	3108
439	1356
2313	2425
2869	2959
2880	3400
2116	3605
136	3527
915	3333
1033	1259
1482	3509
763	1453
1338	3934
773	1444
1076	1347
1080	3987
3378	3953
3404	3443
573	1340
520	660
1065	1143
2210	4021
836	2628
3264	3864
1474	2710
427	651
1687	1719
509	1467
742	1651
1365	4001
836	2516
1846	3248
2359	3202
3529	3578
1057	2312
1586	3827
840	1468
1834	1937
2276	4032
1545	2097
1137	2423
1784	3552
336	1170
178	1670
3475	4063
2289	3516
228	3508
1167	2886
51	1285
486	2693
3643	3715
1419	2312
1213	2382
927	2282
531	1962
625	2558
3357	3579
259	1025
146	1553
1632	2579
