745	4087
471	833
1233	2363
355	1964
757	1568
917	3248
462	1969
3206	3223
1194	3637
1732	2521
2649	3274
2846	3127
615	1206
1494	3243
1498	2280
110	507
439	2333
2161	3034
2318	3927
383	2744
876	2167
3571	3911
1669	3521
219	686
1850	3349
581	1834
3133	3389
847	2553
1954	2481
2537	3106
2472	2511
783	2486
1155	3365
324	334
730	3953
556	3190
2380	3695
31	3233
1863	3924
2552	2984
2537	3366
263	2741
3261	3731
774	3112
2104	3317
1287	2208
3591	3764
474	3038
1541	2295
573	2757
1528	2103
1015	3078
152	629
1970	3769
1772	3443
1043	1736
1872	2603
2354	2906
1982	2327
1093	1395
2322	4042
2628	3389
3161	3818
2779	4151
2334	2791
2650	3635
2477	3286
2175	2576
646	1408
2112	2426
1840	2929
1088	3885
1166	3243
541	1854
2312	3715
1543	3574
2020	3296
51	2582
311	733
1047	1523
784	836
1503	2617
289	1264
1235	2550
531	759
336	599
1706	3274
1585	3680
3035	3699
164	934
1675	2764
1518	1863
2346	3345
1236	3746
1781	3023
1905	2102
258	1931
1226	3734
65	174
2561	3206
267	3758
51	1482
639	2721
774	3243
2098	2855
934	950
3167	3918
1748	3715
909	2571
3362	3643
1320	1968
990	3617
2349	3530
3306	3781
3339	3868
1437	3930
3127	3357
839	1366
2563	2593
804	2409
2380	3298
645	2506
1195	2125
1426	1999
343	3509
2224	3274
352	1307
1480	3164
78	2626
1266	1274
742	2641
152	2169
169	980
1928	4054
2316	3345
1586	2400
1419	2582
430	1974
2981	3900
1535	2745
1613	2070
1565	2687
32	3899
1453	2400
164	2216
2671	3503
640	1679
534	1197
1427	2695
1565	3681
2869	2989
2289	3503
457	1671
1194	3806
2367	3270
152	1988
2542	3827
2559	2982
226	3325
1736	3274
3248	4120
2118	3385
2358	2923
1137	3362
1707	2729
1559	2569
52	2473
1284	3209
1507	1864
949	2235
1188	1194
1589	3740
3466	3841
1468	3827
3338	3712
3055	3309
79	3758
1282	3267
2142	3781
2393	3624
696	3954
497	1449
1509	3154
2914	3420
1369	3169
430	2295
2474	3371
1269	1615
1986	2346
2295	2474
1781	3022
1327	2735
1737	2092
1527	1528
32	3788
3818	4085
812	1695
2981	3266
1468	2339
2028	2305
115	3462
3193	3286
2865	4028
2554	3045
730	3354
2122	2744
1857	1865
1440	3408
1585	1670
3	1942
143	1098
74	1506
1701	1902
1238	2730
1777	2485
3653	3735
1421	2161
962	1545
349	1203
1732	1886
1486	3193
2343	4107
805	2577
904	3328
35	1043
2171	2634
1104	2219
1862	1962
1569	4000
183	3750
910	2040
2247	3181
2651	3123
401	3202
2021	3672
3409	3939
1403	1761
439	3274
1986	3201
1266	2257
3743	3748
887	1434
3394	3437
3330	3741
2851	3533
2779	3332
2156	3059
3680	3832
736	2691
643	2247
3227	4115
686	1908
2067	3038
514	1473
2783	3408
522	1851
729	3850
2630	2991
659	2215
1896	2639
1683	3204
3111	3130
1844	2729
108	2996
935	2106
2223	3780
1380	4126
1577	4040
1491	3590
234	4151
29	2260
93	2896
2954	3057
1970	2477
1896	4105
3308	3577
3439	3660
1527	3127
227	533
33	2516
2317	3974
766	3264
3935	4072
1528	3133
75	2813
639	3662
2610	3643
3274	3691
783	2807
1846	3357
1475	2020
3408	3644
1318	1736
2405	3780
1183	3478
805	1638
1458	1730
1198	2988
684	3571
35	2542
1203	1895
1367	2691
1266	2247
314	318
727	1050
699	3013
3961	4115
158	2147
924	3573
317	1942
2933	3921
1154	3953
1518	1521
795	3389
1007	4037
1434	1700
2509	2892
1695	3516
36	840
2744	3794
2377	3509
2267	2746
3022	3129
840	2542
1924	2101
1491	2585
1075	1474
3871	4040
1139	2649
1639	2988
907	3715
80	1538
1226	3643
3208	4013
1667	2967
320	3553
1709	3647
1408	3385
461	2860
325	1822
1761	2922
3293	4106
750	1775
997	1427
935	3133
214	3521
2706	3202
217	2991
42	1913
283	1283
3141	3761
3468	3544
949	4107
1116	3662
2277	2786
3647	3741
737	3339
1050	2035
138	2924
3022	3240
175	3487
1385	1970
3509	3769
2984	3696
1108	4156
1885	2318
3	1125
3124	3483
907	1748
516	2637
801	3255
2057	3939
1008	1937
418	2976
562	1170
1285	1837
567	1211
230	700
909	3055
3398	3783
324	1009
1186	3110
3528	4140
2729	2921
53	3011
1498	2729
3209	3804
1090	2927
777	3686
797	2617
447	499
1235	1665
2664	3723
280	3050
1751	4124
2310	2801
363	885
809	1079
2021	2329
2617	3531
219	2065
598	871
1041	3751
549	3002
1321	2746
1453	2215
2252	2423
40	1450
2213	4077
947	4047
3243	3938
557	3345
1444	1852
2419	2903
2103	2827
879	1799
1695	2921
3319	3585
1028	4148
672	1143
1252	2628
935	2717
220	1382
1057	1385
730	3643
3191	3766
1527	3579
2952	3934
1008	2339
3905	3971
795	3127
1999	2458
3847	3980
1732	3169
389	1040
1291	3141
291	3334
292	1961
1285	1581
2521	2649
2382	2984
1565	3057
812	1302
2921	3553
453	1800
861	3072
1066	2521
251	1318
2243	3401
818	3538
251	1736
2443	2831
766	3233
2790	3850
3328	3610
2587	3983
1016	1299
1793	2479
1486	3816
3619	3689
1163	1542
3163	3924
670	1078
1008	2511
1530	2017
2704	3899
1501	2305
3251	3451
2092	3815
2377	2582
32	3854
178	2166
418	2018
2268	2996
3248	3961
483	3274
143	1494
3223	4085
718	880
176	3509
3858	4001
118	2643
1064	2374
927	1937
190	2116
3264	3621
844	3186
3672	3988
430	2788
447	759
1173	3321
492	3581
1837	3715
1274	2637
312	1453
2092	2235
128	2054
910	2319
3169	4124
176	1285
1970	3286
488	2684
979	2649
2343	2983
2358	3743
1008	1977
1277	3700
3062	3990
1545	2396
3126	3818
2814	2816
723	2649
359	1684
1057	1154
2681	3073
885	3117
50	2595
3133	3929
2717	3961
129	3729
13	1005
511	3674
846	3475
82	3258
1727	3815
629	1232
2696	3339
36	1732
381	2224
957	3380
1851	4142
147	3919
2118	2456
1695	3503
51	3193
857	1942
935	2628
2485	4132
365	481
1218	4087
1941	1949
3505	3858
1732	3776
3061	4057
3038	3063
2085	3422
761	1008
2106	2628
2628	3357
1337	2914
2822	3074
834	3345
1732	2474
1068	1366
1977	2729
1385	2477
911	3887
1981	3849
795	1527
1506	1915
190	3812
1859	2538
318	520
33	2628
1748	3744
156	869
847	2563
1057	1970
1586	3516
1759	3112
533	1569
840	3516
1433	3724
3271	3559
377	2782
224	1640
1143	1657
1793	3199
1632	2576
466	1003
1281	3422
3004	3385
2329	2908
2720	3849
251	365
970	2984
961	1769
3821	3823
58	3103
2851	3924
1623	3102
2216	3105
668	1203
1550	4019
963	2871
134	1173
1274	3251
2075	2363
1385	1440
756	2994
1345	2733
86	3682
565	2892
3806	4152
2466	2562
1057	2477
1837	3744
2619	4039
804	2441
1770	1841
2827	3389
447	3202
1664	2217
1076	2473
401	4148
3487	3601
438	3639
513	1356
840	1043
1291	2770
1732	2374
96	1557
37	3455
3317	3672
3292	3503
1102	1615
689	3777
3023	3113
1057	3286
270	1090
2099	3882
1489	1772
327	3798
1635	3518
1881	2861
146	3958
1960	2704
2519	3103
3071	3762
1844	3553
3331	3405
1196	1976
2472	3419
2670	3033
1366	1416
428	2599
90	1724
2892	3610
773	3788
2266	2988
1451	2989
321	4017
1447	2491
36	2649
3359	3539
2113	3579
2704	3788
2439	3437
2783	3509
172	2460
2473	3295
1231	3788
251	1705
1697	3583
176	3953
1877	4040
1884	3984
3309	3954
3193	3643
1365	3708
1038	2717
759	3552
2104	2132
1320	3791
1843	2231
483	1225
314	3456
2720	2725
3610	3930
391	2259
812	1982
1265	2785
42	3352
1061	2976
1468	2474
1382	2880
2637	3601
542	4028
424	2978
1540	2638
1837	3769
44	1867
1179	1795
1886	2374
1487	1659
2962	3181
289	2292
2295	2542
2921	4057
2282	3908
1238	4094
380	2425
3742	4038
1175	1873
3268	3581
612	2637
653	3992
1899	3122
795	3917
812	3043
2325	2436
1064	1382
35	2521
219	966
1246	4119
401	2282
2402	2880
3529	3788
52	1166
2991	3119
1825	4148
2382	2686
2827	3133
3320	3601
1269	2583
674	2752
2576	3934
1505	1852
1970	3408
1419	2610
449	908
1457	1739
165	3705
27	2715
2984	3416
1107	1973
284	2763
447	1862
513	1508
209	3559
3044	4068
1290	2150
1430	2148
1265	3624
381	1117
166	1252
1870	2104
1689	3487
3241	3361
3038	3335
1724	3154
1703	2506
2085	2535
3467	3945
784	1846
526	3131
391	1900
158	962
3585	3930
1236	3847
365	2921
1237	1873
481	2649
1489	1915
1586	2921
749	1506
1378	1545
1582	2987
2310	3953
2705	3801
342	3921
761	1732
1858	2185
1124	3398
1586	2511
3292	3419
203	2589
675	2687
51	3816
714	2289
481	3419
2930	3243
439	3157
2865	3437
1609	3081
282	490
1589	3054
1976	3161
1765	3044
2462	2550
720	942
99	3411
3227	3248
92	1482
930	3202
263	2425
2023	2085
372	2202
2662	3129
2616	3683
943	1565
3705	4140
343	1837
907	3408
505	2459
1584	3503
1944	3635
2339	3421
3408	3909
1225	2521
35	1008
2692	3688
3643	4118
3579	4120
2489	3065
365	2062
1390	3708
841	1058
289	1346
84	906
2824	3821
1586	2729
593	3709
1223	3644
289	1423
2295	3282
444	1753
470	686
2104	2535
1057	3909
884	885
1093	3990
3600	3672
1358	2773
3389	3965
2299	4057
1736	2062
1648	2321
2145	2885
1937	3202
2178	2960
2619	3266
1124	1656
489	3790
1491	3467
481	2474
1405	2648
2565	4148
1076	3243
3815	4056
2206	2809
1944	2201
1482	2610
1741	2329
428	2117
2791	3689
1586	3421
773	1960
1581	2384
2561	3161
1298	2149
774	1354
3360	3927
92	1223
1198	4004
2128	2389
443	1078
1595	1698
812	2729
1661	3009
1433	3385
6	3821
340	1281
405	816
569	1103
2104	3422
1807	3456
302	439
78	344
3401	3471
573	1336
1700	2281
677	1448
1337	2169
2803	3583
3144	3522
683	3093
1198	3020
26	3741
917	3579
24	1632
927	4089
1953	3910
450	1881
2199	2510
1043	2511
2101	3449
906	1408
283	3871
836	3127
300	1179
